,Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,PFSeed,PFTeam,PFScore,PUSeed,PUTeam,PUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
52,2008,3,NE,53,1,Memphis,92,5,Michigan St.,74,1,Memphis,92,5,Michigan St.,74,Memphis,CUSA,31.51,118.0,86.5,68.1,5.83,107.0,101.1,11.3,8.0,38.0,2.0,79.9,61.9,17.98,5.76,13.46,10.28,23.73,0.0543981481481481,Michigan St.,B10,21.15,115.8,94.7,63.3,8.71,108.2,99.5,5.8,7.8,27.0,9.0,71.2,62.6,8.64,7.68,7.0,9.32,16.32,0.3840996168582376
53,2008,3,NE,54,2,Texas,82,3,Stanford,62,2,Texas,82,3,Stanford,62,Texas,B12,25.09,120.6,95.5,63.9,10.37,108.4,98.0,9.4,4.3,31.0,7.0,75.5,64.9,10.55,8.59,9.93,8.2,18.13,-0.0802469135802469,Stanford,P10,22.75,113.6,90.9,63.4,9.32,109.1,99.7,5.5,8.6,28.0,8.0,70.9,61.6,9.36,6.95,5.6,10.71,16.31,-0.3098958333333333
54,2008,3,SE,55,1,UCLA,88,12,Western Kentucky,78,1,UCLA,88,12,Western Kentucky,78,UCLA,P10,29.94,118.0,88.1,64.1,10.03,109.3,99.3,7.9,10.9,35.0,4.0,73.5,59.0,14.54,7.71,8.6,13.1,21.71,0.423076923076923,Western Kentucky,SB,14.6,111.9,97.3,68.2,-0.85,103.3,104.2,7.5,0.6,29.0,7.0,77.4,66.8,10.61,0.24,7.93,1.41,9.34,0.2806712962962963
55,2008,3,SE,56,3,Xavier,79,7,West Virginia,75,3,Xavier,79,7,West Virginia,75,Xavier,A10,22.05,117.3,95.2,63.8,6.94,108.1,101.2,7.9,6.4,30.0,7.0,75.1,63.4,11.7,5.47,8.4,8.76,17.17,0.1358333333333333,West Virginia,BE,21.29,114.6,93.3,63.8,9.0,108.5,99.5,8.9,7.7,26.0,11.0,74.8,63.6,11.27,7.16,8.45,9.52,17.97,0.1760620915032679
56,2008,4,NW,57,1,North Carolina,83,3,Louisville,73,1,North Carolina,83,3,Louisville,73,North Carolina,ACC,30.22,122.1,91.9,72.5,10.18,108.0,97.8,19.2,1.0,36.0,3.0,88.6,72.5,16.05,8.12,23.41,0.76,24.17,0.2683080808080808,Louisville,BE,25.41,113.1,87.7,65.3,9.34,108.4,99.0,7.1,9.1,27.0,9.0,72.5,61.5,11.0,8.0,7.15,11.85,19.0,0.3330662393162393
57,2008,4,SW,58,1,Kansas,59,10,Davidson,57,1,Kansas,59,10,Davidson,57,Kansas,B12,35.21,120.9,85.7,66.8,9.57,109.2,99.6,12.4,9.6,37.0,3.0,80.5,61.5,19.03,8.2,14.9,11.99,26.9,-0.0087301587301587,Davidson,SC,23.61,117.0,93.4,66.2,3.36,105.2,101.8,9.5,5.3,29.0,7.0,77.9,63.2,14.69,1.66,8.49,5.44,13.93,0.0055555555555556
58,2008,4,NE,59,1,Memphis,85,2,Texas,67,1,Memphis,85,2,Texas,67,Memphis,CUSA,31.51,118.0,86.5,68.1,5.83,107.0,101.1,11.3,8.0,38.0,2.0,79.9,61.9,17.98,5.76,13.46,10.28,23.73,0.0543981481481481,Texas,B12,25.09,120.6,95.5,63.9,10.37,108.4,98.0,9.4,4.3,31.0,7.0,75.5,64.9,10.55,8.59,9.93,8.2,18.13,-0.0802469135802469
59,2008,4,SE,60,1,UCLA,76,3,Xavier,57,1,UCLA,76,3,Xavier,57,UCLA,P10,29.94,118.0,88.1,64.1,10.03,109.3,99.3,7.9,10.9,35.0,4.0,73.5,59.0,14.54,7.71,8.6,13.1,21.71,0.423076923076923,Xavier,A10,22.05,117.3,95.2,63.8,6.94,108.1,101.2,7.9,6.4,30.0,7.0,75.1,63.4,11.7,5.47,8.4,8.76,17.17,0.1358333333333333
60,2008,5,F4,61,1,Kansas,84,1,North Carolina,66,1,Kansas,84,1,North Carolina,66,Kansas,B12,35.21,120.9,85.7,66.8,9.57,109.2,99.6,12.4,9.6,37.0,3.0,80.5,61.5,19.03,8.2,14.9,11.99,26.9,-0.0087301587301587,North Carolina,ACC,30.22,122.1,91.9,72.5,10.18,108.0,97.8,19.2,1.0,36.0,3.0,88.6,72.5,16.05,8.12,23.41,0.76,24.17,0.2683080808080808
61,2008,5,F4,62,1,Memphis,78,1,UCLA,63,1,Memphis,78,1,UCLA,63,Memphis,CUSA,31.51,118.0,86.5,68.1,5.83,107.0,101.1,11.3,8.0,38.0,2.0,79.9,61.9,17.98,5.76,13.46,10.28,23.73,0.0543981481481481,UCLA,P10,29.94,118.0,88.1,64.1,10.03,109.3,99.3,7.9,10.9,35.0,4.0,73.5,59.0,14.54,7.71,8.6,13.1,21.71,0.423076923076923
62,2008,6,Champ,63,1,Kansas,75,1,Memphis,68,1,Kansas,75,1,Memphis,68,Kansas,B12,35.21,120.9,85.7,66.8,9.57,109.2,99.6,12.4,9.6,37.0,3.0,80.5,61.5,19.03,8.2,14.9,11.99,26.9,-0.0087301587301587,Memphis,CUSA,31.51,118.0,86.5,68.1,5.83,107.0,101.1,11.3,8.0,38.0,2.0,79.9,61.9,17.98,5.76,13.46,10.28,23.73,0.0543981481481481
63,2009,1,NW,1,1,Louisville,74,16,Morehead St.,54,1,Louisville,74,16,Morehead St.,54,Louisville,BE,26.06,111.2,85.2,66.9,9.57,108.6,99.0,7.8,9.6,31.0,6.0,74.3,61.8,12.46,8.41,8.93,11.93,20.87,0.3330662393162393,Morehead St.,OVC,0.76,102.0,101.3,65.3,-1.9,103.6,105.5,-0.7,1.5,20.0,16.0,69.8,67.0,2.78,-3.61,-2.83,-0.31,-3.14,0.5231481481481483
64,2009,1,NW,2,8,Ohio St.,72,9,Siena,74,8,Ohio St.,72,9,Siena,74,Ohio St.,B10,16.34,113.3,96.9,62.5,9.46,107.7,98.2,2.9,6.8,22.0,11.0,66.8,62.0,4.85,8.23,4.13,8.35,12.48,-0.1987433862433862,Siena,MAAC,11.93,110.3,98.4,70.7,0.91,102.4,101.5,8.9,-1.3,27.0,8.0,77.4,70.3,7.06,0.99,10.28,-2.22,8.05,0.4108796296296297
65,2009,1,NW,3,5,Utah,71,12,Arizona,84,5,Utah,71,12,Arizona,84,Utah,MWC,17.8,110.8,92.9,65.0,7.29,107.9,100.6,3.6,3.1,24.0,10.0,71.2,64.6,6.65,5.72,5.36,7.24,12.59,0.1514756944444444,Arizona,P10,15.96,117.7,101.8,64.9,11.33,109.0,97.7,7.0,-0.2,21.0,14.0,72.3,69.2,3.09,8.8,9.13,2.75,11.88,-0.1536458333333333
66,2009,1,NW,4,4,Wake Forest,69,13,Cleveland St.,84,4,Wake Forest,69,13,Cleveland St.,84,Wake Forest,ACC,18.88,111.6,92.7,72.8,7.66,107.5,99.9,11.7,1.2,24.0,7.0,81.0,70.7,10.23,7.36,14.58,1.06,15.63,-0.4027777777777778,Cleveland St.,Horz,11.96,105.3,93.3,63.7,3.76,104.6,100.9,-0.8,7.5,26.0,11.0,66.4,59.5,6.81,2.12,-1.24,8.21,6.97,0.8310185185185186
67,2009,1,NW,5,6,West Virginia,60,11,Dayton,68,6,West Virginia,60,11,Dayton,68,West Virginia,BE,24.21,115.1,90.9,63.7,10.95,108.9,98.0,6.5,10.0,23.0,12.0,72.0,61.8,10.23,8.34,7.32,11.26,18.57,0.1760620915032679,Dayton,A10,10.23,103.3,93.0,64.5,2.34,104.9,102.6,-0.4,7.3,27.0,8.0,66.8,61.4,5.4,1.76,-0.85,8.0,7.16,-0.0597222222222222
68,2009,1,NW,6,3,Kansas,84,14,North Dakota St.,74,3,Kansas,84,14,North Dakota St.,74,Kansas,B12,23.83,114.5,90.7,67.2,8.83,107.9,99.1,8.8,6.1,27.0,8.0,76.4,65.4,10.97,7.9,10.34,7.68,18.02,-0.0087301587301587,North Dakota St.,Sum,12.29,114.3,102.0,67.5,-1.6,103.1,104.7,10.8,-2.4,26.0,7.0,80.6,69.1,11.52,-2.72,9.61,-3.43,6.18,0.3072916666666667
69,2009,1,NW,7,7,Boston College,55,10,USC,72,7,Boston College,55,10,USC,72,Boston College,ACC,11.2,113.2,102.0,65.3,6.4,106.6,100.2,7.7,0.7,22.0,12.0,74.4,70.5,3.85,7.23,8.48,1.88,10.36,0.1477272727272727,USC,P10,18.26,110.0,91.8,63.7,10.81,110.5,99.7,2.3,7.5,22.0,13.0,68.5,63.5,4.94,9.15,3.36,10.74,14.09,-0.0104166666666666
70,2009,1,NW,8,2,Michigan St.,77,15,Robert Morris,62,2,Michigan St.,77,15,Robert Morris,62,Michigan St.,B10,24.37,114.3,89.9,66.5,12.33,109.4,97.1,7.8,6.1,31.0,7.0,72.0,63.7,8.34,9.37,9.33,8.39,17.71,0.3840996168582376,Robert Morris,NEC,1.49,102.0,100.6,66.0,-7.27,99.3,106.5,1.2,1.5,24.0,11.0,70.5,65.4,5.11,-5.23,-0.32,-0.38,-0.7,0.1215277777777778
71,2009,1,SW,9,1,Connecticut,103,16,Chattanooga,47,1,Connecticut,103,16,Chattanooga,47,Connecticut,BE,29.25,116.0,86.8,67.1,10.37,109.0,98.6,12.3,6.4,31.0,5.0,78.3,64.3,14.06,8.57,13.22,8.96,22.17,0.4884259259259259,Chattanooga,SC,-4.04,104.3,108.4,69.5,-3.37,102.1,105.5,4.9,-6.9,18.0,17.0,75.9,76.8,-0.86,-3.13,3.75,-10.0,-6.25,0.0460069444444445
72,2009,1,SW,10,8,BYU,66,9,Texas A&M,79,8,BYU,66,9,Texas A&M,79,BYU,MWC,20.1,114.0,93.9,69.0,4.57,105.4,100.9,8.0,2.2,25.0,8.0,77.1,65.2,11.94,4.15,11.73,3.39,15.12,-0.3757716049382716,Texas A&M,B12,15.01,113.1,98.1,63.9,7.85,107.1,99.3,3.9,3.8,24.0,10.0,71.8,67.1,4.68,6.13,4.94,5.58,10.52,0.1304012345679012
73,2009,1,SW,11,5,Purdue,61,12,Northern Iowa,56,5,Purdue,61,12,Northern Iowa,56,Purdue,B10,21.84,110.5,88.7,65.9,8.94,107.2,98.3,5.6,8.0,27.0,10.0,69.1,59.8,9.27,7.17,6.57,9.87,16.44,-0.2888374485596707,Northern Iowa,MVC,9.7,110.6,100.9,60.8,3.1,104.7,101.6,0.8,4.5,23.0,11.0,67.4,63.5,3.88,2.24,0.73,4.91,5.63,0.0685763888888889
74,2009,1,SW,12,4,Washington,71,13,Mississippi St.,58,4,Washington,71,13,Mississippi St.,58,Washington,P10,22.09,113.1,91.0,72.2,10.18,109.4,99.2,11.8,-0.1,26.0,9.0,78.6,69.5,9.11,8.19,14.93,1.85,16.78,-0.091540404040404,Mississippi St.,SEC,11.55,107.8,96.2,67.2,4.96,105.3,100.3,5.7,1.1,23.0,13.0,74.4,68.9,5.5,4.62,6.45,2.65,9.1,-0.1347222222222222
75,2009,1,SW,13,6,Marquette,58,11,Utah St.,57,6,Marquette,58,11,Utah St.,57,Marquette,BE,21.02,117.1,96.1,67.5,8.22,107.8,99.5,10.6,1.3,25.0,10.0,78.3,69.5,8.77,7.87,12.58,2.48,15.06,-0.1158854166666666,Utah St.,WAC,15.12,116.7,101.6,60.0,-0.47,103.2,103.6,2.8,3.9,30.0,5.0,72.4,62.0,10.43,0.07,2.67,6.66,9.33,-0.3900462962962963
76,2009,1,SW,14,3,Missouri,78,14,Cornell,59,3,Missouri,78,14,Cornell,59,Missouri,B12,24.81,116.6,91.8,70.9,7.96,106.4,98.4,12.9,2.9,31.0,7.0,81.5,67.7,13.82,6.72,15.46,4.1,19.56,-0.3591269841269841,Cornell,Ivy,5.23,108.5,103.3,65.4,-5.58,99.0,104.6,4.8,0.6,21.0,10.0,73.6,64.7,8.84,-4.01,3.6,-0.9,2.71,0.2864583333333334
77,2009,1,SW,15,7,California,71,10,Maryland,84,7,California,71,10,Maryland,84,California,P10,17.37,116.8,99.4,66.0,9.17,108.0,98.8,8.9,0.4,22.0,11.0,74.9,68.8,6.09,7.21,11.18,2.12,13.3,-0.1875,Maryland,ACC,13.55,110.0,96.4,66.3,9.61,108.3,98.7,5.7,3.5,21.0,14.0,71.8,69.1,2.66,8.99,6.63,4.48,11.1,0.1287878787878788
78,2009,1,SW,16,2,Memphis,81,15,Cal St. Northridge,70,2,Memphis,81,15,Cal St. Northridge,70,Memphis,CUSA,28.67,112.8,84.2,65.9,4.73,105.5,100.8,8.1,10.3,33.0,4.0,75.1,58.8,16.3,4.63,8.53,12.4,20.92,0.0543981481481481,Cal St. Northridge,BW,5.18,102.2,97.0,71.8,0.26,104.0,103.7,4.3,-2.4,17.0,14.0,73.6,70.3,3.35,-0.14,6.41,-3.76,2.65,-0.1701388888888888
79,2009,1,NE,17,1,Pittsburgh,72,16,East Tennessee St.,62,1,Pittsburgh,72,16,East Tennessee St.,62,Pittsburgh,BE,28.96,121.2,92.3,65.2,10.11,108.1,98.0,11.0,7.0,31.0,5.0,77.4,64.4,12.97,8.61,12.17,9.04,21.21,-0.5098684210526315,East Tennessee St.,ASun,5.67,106.4,100.7,69.6,-4.73,100.2,105.0,5.7,-2.0,23.0,11.0,78.1,70.1,8.06,-1.87,6.16,-2.95,3.21,-0.0733024691358024
80,2009,1,NE,18,8,Oklahoma St.,77,9,Tennessee,75,8,Oklahoma St.,77,9,Tennessee,75,Oklahoma St.,B12,18.33,116.4,98.1,69.3,10.46,108.8,98.4,12.3,-1.2,23.0,12.0,80.9,74.5,6.34,7.44,14.62,-0.84,13.78,-0.0427083333333333,Tennessee,SEC,16.48,115.1,98.7,67.7,9.4,107.9,98.5,11.1,1.5,21.0,13.0,78.4,72.5,5.88,7.71,11.93,1.67,13.6,-0.1398148148148147
81,2009,1,NE,19,5,Florida St.,59,12,Wisconsin,61,5,Florida St.,59,12,Wisconsin,61,Florida St.,ACC,15.76,105.9,90.1,65.9,10.01,109.2,99.2,2.5,7.4,25.0,10.0,68.3,64.9,3.46,7.91,2.53,8.84,11.37,0.0873015873015873,Wisconsin,B10,17.62,113.3,95.7,59.1,9.51,107.3,97.8,0.6,9.9,20.0,13.0,63.8,59.0,4.79,8.43,0.85,11.58,12.43,0.2889492753623188
82,2009,1,NE,20,4,Xavier,77,13,Portland St.,59,4,Xavier,77,13,Portland St.,59,Xavier,A10,20.24,111.0,90.8,65.8,5.81,105.8,100.0,6.1,7.3,27.0,8.0,71.7,61.9,9.8,4.65,6.01,8.44,14.45,0.1358333333333333,Portland St.,BSky,4.04,109.2,105.1,64.8,-3.32,101.5,104.8,4.9,-1.9,23.0,10.0,73.2,68.5,4.7,-3.16,3.32,-2.18,1.14,-0.1319444444444444
83,2009,1,NE,21,6,UCLA,65,11,VCU,64,6,UCLA,65,11,VCU,64,UCLA,P10,23.93,119.5,95.6,65.3,8.42,107.6,99.1,10.4,3.3,26.0,9.0,75.5,64.0,11.46,7.19,11.55,7.1,18.64,0.423076923076923,VCU,CAA,13.62,110.1,96.4,65.8,0.23,102.9,102.7,5.0,3.8,24.0,10.0,71.8,63.4,8.35,-0.65,4.23,3.48,7.7,-0.089781746031746
84,2009,1,NE,22,3,Villanova,80,14,American,67,3,Villanova,80,14,American,67,Villanova,BE,23.89,114.4,90.5,68.3,9.99,108.9,98.9,10.5,5.3,30.0,8.0,76.8,67.4,9.45,8.72,10.87,6.59,17.45,0.1099537037037037,American,Pat,4.7,105.3,100.6,60.7,-6.34,97.6,104.0,-2.3,5.8,24.0,8.0,64.5,59.1,5.44,-5.49,-4.88,4.83,-0.05,-0.111111111111111
85,2009,1,NE,23,7,Texas,76,10,Minnesota,62,7,Texas,76,10,Minnesota,62,Texas,B12,19.65,112.2,92.5,65.4,10.16,109.2,99.0,5.8,5.7,23.0,12.0,72.3,65.6,6.74,8.09,6.31,8.52,14.83,-0.0802469135802469,Minnesota,B10,15.43,108.1,92.6,64.5,8.44,107.4,98.9,1.1,6.1,22.0,11.0,66.3,61.6,4.76,7.19,3.39,7.93,11.32,-0.0075231481481481
86,2009,1,NE,24,2,Duke,86,15,Binghamton,62,2,Duke,86,15,Binghamton,62,Duke,ACC,24.31,117.5,93.2,66.3,10.23,108.5,98.3,11.3,7.0,30.0,7.0,77.5,65.9,11.57,9.07,11.97,8.12,20.1,0.1589052287581699,Binghamton,AE,-0.98,102.3,103.3,67.2,-5.64,99.6,105.3,0.9,-1.6,23.0,9.0,70.0,67.4,2.59,-5.62,-0.42,-2.85,-3.27,-0.0833333333333333
87,2009,1,SE,25,1,North Carolina,101,16,Radford,58,1,North Carolina,101,16,Radford,58,North Carolina,ACC,31.14,123.2,92.1,72.9,9.91,108.2,98.3,20.3,1.2,34.0,4.0,89.8,72.0,17.84,8.35,23.85,1.6,25.46,0.2683080808080808,Radford,BSth,-0.86,101.2,102.1,69.2,-4.54,101.0,105.5,2.0,-2.5,21.0,12.0,75.5,71.9,3.61,-4.37,1.05,-5.6,-4.55,0.3263888888888889
88,2009,1,SE,26,8,LSU,75,9,Butler,71,8,LSU,75,9,Butler,71,LSU,SEC,14.86,111.5,96.6,66.1,3.5,104.6,101.1,6.2,3.9,27.0,8.0,74.8,66.2,8.6,3.27,6.87,5.0,11.87,0.1548202614379084,Butler,Horz,15.78,110.3,94.5,62.8,2.51,103.0,100.5,2.3,8.6,26.0,6.0,67.8,57.9,9.81,2.07,1.93,8.13,10.07,0.7087962962962963
89,2009,1,SE,27,5,Illinois,72,12,Western Kentucky,76,5,Illinois,72,12,Western Kentucky,76,Illinois,B10,18.72,106.8,88.1,62.8,7.96,106.5,98.6,0.7,11.3,24.0,10.0,64.8,57.2,7.65,6.73,1.32,13.06,14.38,-0.3269927536231884,Western Kentucky,SB,8.1,111.1,103.0,65.6,-0.6,102.2,102.8,3.9,-0.4,25.0,9.0,72.2,67.0,5.18,-1.23,4.09,-0.41,3.68,0.2806712962962963
90,2009,1,SE,28,4,Gonzaga,77,13,Akron,64,4,Gonzaga,77,13,Akron,64,Gonzaga,WCC,24.51,117.5,93.0,67.1,4.63,105.1,100.5,12.8,2.6,28.0,6.0,78.9,63.0,15.94,3.55,12.22,5.74,17.95,0.2361111111111111,Akron,MAC,6.9,102.9,96.0,64.8,-1.6,100.9,102.5,0.4,5.4,23.0,13.0,66.8,60.3,6.44,-2.01,-1.16,4.52,3.37,-0.2343749999999999
91,2009,1,SE,29,6,Arizona St.,66,11,Temple,57,6,Arizona St.,66,11,Temple,57,Arizona St.,P10,23.03,118.2,95.2,59.1,10.14,108.9,98.8,4.1,8.9,25.0,10.0,69.4,60.5,8.89,7.82,4.72,11.98,16.7,0.204861111111111,Temple,A10,14.38,109.9,95.5,63.5,6.68,106.9,100.3,2.7,7.0,22.0,12.0,68.6,63.5,5.15,3.9,1.28,7.77,9.05,0.0042270531400965
92,2009,1,SE,30,3,Syracuse,59,14,Stephen F. Austin,44,3,Syracuse,59,14,Stephen F. Austin,44,Syracuse,BE,22.21,117.0,94.8,69.7,11.46,108.4,97.0,13.4,0.4,28.0,10.0,80.2,71.7,8.45,9.48,16.69,0.54,17.24,0.3462643678160919,Stephen F. Austin,Slnd,6.52,97.0,90.4,62.4,-1.98,101.9,103.9,-5.4,10.8,24.0,8.0,65.6,56.1,9.5,-3.21,-8.35,9.45,1.1,0.0944444444444444
93,2009,1,SE,31,7,Clemson,59,10,Michigan,62,7,Clemson,59,10,Michigan,62,Clemson,ACC,19.62,116.4,96.7,67.9,6.19,105.4,99.2,10.7,3.1,23.0,9.0,78.3,68.0,10.31,6.59,12.43,3.13,15.56,-0.3211805555555555,Michigan,B10,14.75,112.2,97.5,62.5,11.39,108.5,97.1,3.3,5.0,21.0,14.0,66.9,63.2,3.66,9.74,4.72,7.18,11.9,0.4873737373737374
94,2009,1,SE,32,2,Oklahoma,82,15,Morgan St.,54,2,Oklahoma,82,15,Morgan St.,54,Oklahoma,B12,24.59,118.3,93.7,66.6,9.49,108.3,98.9,10.8,3.7,30.0,6.0,78.7,67.5,11.19,6.88,12.69,5.38,18.07,-0.2762345679012345,Morgan St.,MEAC,0.99,100.1,99.1,65.5,-7.43,98.2,105.7,-2.4,2.4,23.0,12.0,66.7,62.3,4.31,-6.53,-4.34,2.05,-2.29,-0.0833333333333333
95,2009,2,NW,33,1,Louisville,79,9,Siena,72,1,Louisville,79,9,Siena,72,Louisville,BE,26.06,111.2,85.2,66.9,9.57,108.6,99.0,7.8,9.6,31.0,6.0,74.3,61.8,12.46,8.41,8.93,11.93,20.87,0.3330662393162393,Siena,MAAC,11.93,110.3,98.4,70.7,0.91,102.4,101.5,8.9,-1.3,27.0,8.0,77.4,70.3,7.06,0.99,10.28,-2.22,8.05,0.4108796296296297
96,2009,2,NW,34,12,Arizona,71,13,Cleveland St.,57,12,Arizona,71,13,Cleveland St.,57,Arizona,P10,15.96,117.7,101.8,64.9,11.33,109.0,97.7,7.0,-0.2,21.0,14.0,72.3,69.2,3.09,8.8,9.13,2.75,11.88,-0.1536458333333333,Cleveland St.,Horz,11.96,105.3,93.3,63.7,3.76,104.6,100.9,-0.8,7.5,26.0,11.0,66.4,59.5,6.81,2.12,-1.24,8.21,6.97,0.8310185185185186
97,2009,2,NW,35,3,Kansas,60,11,Dayton,43,3,Kansas,60,11,Dayton,43,Kansas,B12,23.83,114.5,90.7,67.2,8.83,107.9,99.1,8.8,6.1,27.0,8.0,76.4,65.4,10.97,7.9,10.34,7.68,18.02,-0.0087301587301587,Dayton,A10,10.23,103.3,93.0,64.5,2.34,104.9,102.6,-0.4,7.3,27.0,8.0,66.8,61.4,5.4,1.76,-0.85,8.0,7.16,-0.0597222222222222
98,2009,2,NW,36,2,Michigan St.,74,10,USC,69,2,Michigan St.,74,10,USC,69,Michigan St.,B10,24.37,114.3,89.9,66.5,12.33,109.4,97.1,7.8,6.1,31.0,7.0,72.0,63.7,8.34,9.37,9.33,8.39,17.71,0.3840996168582376,USC,P10,18.26,110.0,91.8,63.7,10.81,110.5,99.7,2.3,7.5,22.0,13.0,68.5,63.5,4.94,9.15,3.36,10.74,14.09,-0.0104166666666666
99,2009,2,SW,37,1,Connecticut,92,9,Texas A&M,66,1,Connecticut,92,9,Texas A&M,66,Connecticut,BE,29.25,116.0,86.8,67.1,10.37,109.0,98.6,12.3,6.4,31.0,5.0,78.3,64.3,14.06,8.57,13.22,8.96,22.17,0.4884259259259259,Texas A&M,B12,15.01,113.1,98.1,63.9,7.85,107.1,99.3,3.9,3.8,24.0,10.0,71.8,67.1,4.68,6.13,4.94,5.58,10.52,0.1304012345679012
100,2009,2,SW,38,4,Washington,74,5,Purdue,76,4,Washington,74,5,Purdue,76,Washington,P10,22.09,113.1,91.0,72.2,10.18,109.4,99.2,11.8,-0.1,26.0,9.0,78.6,69.5,9.11,8.19,14.93,1.85,16.78,-0.091540404040404,Purdue,B10,21.84,110.5,88.7,65.9,8.94,107.2,98.3,5.6,8.0,27.0,10.0,69.1,59.8,9.27,7.17,6.57,9.87,16.44,-0.2888374485596707
101,2009,2,SW,39,3,Missouri,83,6,Marquette,79,3,Missouri,83,6,Marquette,79,Missouri,B12,24.81,116.6,91.8,70.9,7.96,106.4,98.4,12.9,2.9,31.0,7.0,81.5,67.7,13.82,6.72,15.46,4.1,19.56,-0.3591269841269841,Marquette,BE,21.02,117.1,96.1,67.5,8.22,107.8,99.5,10.6,1.3,25.0,10.0,78.3,69.5,8.77,7.87,12.58,2.48,15.06,-0.1158854166666666
102,2009,2,SW,40,2,Memphis,89,10,Maryland,70,2,Memphis,89,10,Maryland,70,Memphis,CUSA,28.67,112.8,84.2,65.9,4.73,105.5,100.8,8.1,10.3,33.0,4.0,75.1,58.8,16.3,4.63,8.53,12.4,20.92,0.0543981481481481,Maryland,ACC,13.55,110.0,96.4,66.3,9.61,108.3,98.7,5.7,3.5,21.0,14.0,71.8,69.1,2.66,8.99,6.63,4.48,11.1,0.1287878787878788
103,2009,2,NE,41,1,Pittsburgh,84,8,Oklahoma St.,76,1,Pittsburgh,84,8,Oklahoma St.,76,Pittsburgh,BE,28.96,121.2,92.3,65.2,10.11,108.1,98.0,11.0,7.0,31.0,5.0,77.4,64.4,12.97,8.61,12.17,9.04,21.21,-0.5098684210526315,Oklahoma St.,B12,18.33,116.4,98.1,69.3,10.46,108.8,98.4,12.3,-1.2,23.0,12.0,80.9,74.5,6.34,7.44,14.62,-0.84,13.78,-0.0427083333333333
104,2009,2,NE,42,4,Xavier,60,12,Wisconsin,49,4,Xavier,60,12,Wisconsin,49,Xavier,A10,20.24,111.0,90.8,65.8,5.81,105.8,100.0,6.1,7.3,27.0,8.0,71.7,61.9,9.8,4.65,6.01,8.44,14.45,0.1358333333333333,Wisconsin,B10,17.62,113.3,95.7,59.1,9.51,107.3,97.8,0.6,9.9,20.0,13.0,63.8,59.0,4.79,8.43,0.85,11.58,12.43,0.2889492753623188
105,2009,2,NE,43,3,Villanova,89,6,UCLA,69,3,Villanova,89,6,UCLA,69,Villanova,BE,23.89,114.4,90.5,68.3,9.99,108.9,98.9,10.5,5.3,30.0,8.0,76.8,67.4,9.45,8.72,10.87,6.59,17.45,0.1099537037037037,UCLA,P10,23.93,119.5,95.6,65.3,8.42,107.6,99.1,10.4,3.3,26.0,9.0,75.5,64.0,11.46,7.19,11.55,7.1,18.64,0.423076923076923
106,2009,2,NE,44,2,Duke,74,7,Texas,69,2,Duke,74,7,Texas,69,Duke,ACC,24.31,117.5,93.2,66.3,10.23,108.5,98.3,11.3,7.0,30.0,7.0,77.5,65.9,11.57,9.07,11.97,8.12,20.1,0.1589052287581699,Texas,B12,19.65,112.2,92.5,65.4,10.16,109.2,99.0,5.8,5.7,23.0,12.0,72.3,65.6,6.74,8.09,6.31,8.52,14.83,-0.0802469135802469
107,2009,2,SE,45,1,North Carolina,84,8,LSU,70,1,North Carolina,84,8,LSU,70,North Carolina,ACC,31.14,123.2,92.1,72.9,9.91,108.2,98.3,20.3,1.2,34.0,4.0,89.8,72.0,17.84,8.35,23.85,1.6,25.46,0.2683080808080808,LSU,SEC,14.86,111.5,96.6,66.1,3.5,104.6,101.1,6.2,3.9,27.0,8.0,74.8,66.2,8.6,3.27,6.87,5.0,11.87,0.1548202614379084
108,2009,2,SE,46,4,Gonzaga,83,12,Western Kentucky,81,4,Gonzaga,83,12,Western Kentucky,81,Gonzaga,WCC,24.51,117.5,93.0,67.1,4.63,105.1,100.5,12.8,2.6,28.0,6.0,78.9,63.0,15.94,3.55,12.22,5.74,17.95,0.2361111111111111,Western Kentucky,SB,8.1,111.1,103.0,65.6,-0.6,102.2,102.8,3.9,-0.4,25.0,9.0,72.2,67.0,5.18,-1.23,4.09,-0.41,3.68,0.2806712962962963
109,2009,2,SE,47,3,Syracuse,78,6,Arizona St.,67,3,Syracuse,78,6,Arizona St.,67,Syracuse,BE,22.21,117.0,94.8,69.7,11.46,108.4,97.0,13.4,0.4,28.0,10.0,80.2,71.7,8.45,9.48,16.69,0.54,17.24,0.3462643678160919,Arizona St.,P10,23.03,118.2,95.2,59.1,10.14,108.9,98.8,4.1,8.9,25.0,10.0,69.4,60.5,8.89,7.82,4.72,11.98,16.7,0.204861111111111
